Time	Temp_C	blank_water_1	L0S4-100_1	L0S1-100_2	L0S5-100_2	L0S1-100_3	L0S5-100_3	L0S1-100_1	L0S5-100_1	L0S2-100_2	L1S3-100_2	L0S2-100_3	L1S3-100_3	L0S2-100_1	L1S3-100_1	L0S3-100_2	L1S4-100_2	L0S3-100_3	L1S4-100_3	L0S3-100_1	L1S4-100_1	L0S4-100_2	blank_media_1	L0S4-100_3	blank_water_2
32:37:14	25.2	0.038	0.591	0.638	0.721	0.648	0.702	0.533	0.758	0.741	0.322	0.713	0.329	0.686	0.427	0.683	0.240	0.674	0.210	0.591	0.193	0.594	0.036	0.581	0.037
32:52:38	25.2	0.038	0.584	0.635	0.719	0.646	0.699	0.527	0.753	0.740	0.318	0.711	0.320	0.676	0.526	0.684	0.275	0.678	0.228	0.580	0.195	0.585	0.035	0.574	0.037
33:08:03	25.2	0.038	0.578	0.632	0.717	0.645	0.696	0.528	0.750	0.738	0.356	0.707	0.329	0.678	0.400	0.682	0.237	0.681	0.211	0.576	0.194	0.581	0.036	0.564	0.037
33:23:27	25.2	0.038	0.573	0.631	0.715	0.644	0.690	0.519	0.743	0.736	0.328	0.704	0.333	0.676	0.433	0.682	0.231	0.680	0.212	0.574	0.197	0.574	0.035	0.558	0.037
33:38:52	25.2	0.038	0.564	0.630	0.713	0.643	0.686	0.511	0.744	0.735	0.337	0.702	0.327	0.667	0.403	0.678	0.231	0.675	0.211	0.568	0.196	0.566	0.035	0.544	0.037
33:54:17	25.1	0.038	0.558	0.628	0.711	0.645	0.682	0.505	0.733	0.731	0.337	0.700	0.336	0.649	0.413	0.673	0.244	0.670	0.220	0.564	0.199	0.560	0.035	0.537	0.037
34:09:42	25.2	0.038	0.551	0.628	0.709	0.641	0.679	0.504	0.731	0.730	0.332	0.696	0.352	0.663	0.484	0.666	0.242	0.662	0.213	0.559	0.194	0.551	0.035	0.529	0.037
34:25:06	25.2	0.038	0.542	0.625	0.706	0.639	0.677	0.494	0.727	0.727	0.333	0.694	0.331	0.653	0.445	0.664	0.252	0.653	0.210	0.547	0.190	0.546	0.035	0.520	0.037
34:40:31	25.2	0.038	0.535	0.623	0.706	0.635	0.675	0.489	0.720	0.724	0.322	0.690	0.348	0.645	0.498	0.658	0.238	0.647	0.210	0.551	0.224	0.536	0.035	0.511	0.037
34:55:56	25.2	0.038	0.526	0.624	0.705	0.636	0.673	0.489	0.718	0.723	0.335	0.687	0.364	0.634	0.503	0.655	0.241	0.644	0.216	0.541	0.193	0.530	0.035	0.504	0.037
35:11:21	25.2	0.038	0.518	0.622	0.703	0.631	0.671	0.479	0.713	0.721	0.334	0.684	0.345	0.627	0.507	0.649	0.241	0.643	0.218	0.534	0.194	0.525	0.035	0.503	0.037
35:26:45	25.2	0.038	0.512	0.620	0.699	0.627	0.667	0.485	0.709	0.718	0.329	0.680	0.337	0.633	0.515	0.637	0.258	0.641	0.213	0.530	0.194	0.515	0.035	0.489	0.037
35:42:10	25.2	0.038	0.501	0.618	0.693	0.624	0.667	0.473	0.705	0.714	0.326	0.678	0.345	0.611	0.469	0.628	0.259	0.637	0.232	0.523	0.209	0.512	0.035	0.481	0.037
35:57:35	25.2	0.038	0.494	0.617	0.695	0.618	0.666	0.467	0.702	0.713	0.345	0.674	0.374	0.598	0.458	0.626	0.261	0.630	0.211	0.524	0.199	0.499	0.036	0.476	0.037
36:12:59	25.2	0.038	0.487	0.616	0.693	0.613	0.666	0.459	0.698	0.710	0.329	0.671	0.345	0.599	0.449	0.622	0.251	0.626	0.217	0.507	0.194	0.495	0.036	0.468	0.037
36:28:24	25.2	0.037	0.477	0.613	0.692	0.605	0.664	0.464	0.696	0.707	0.330	0.668	0.378	0.591	0.477	0.616	0.259	0.620	0.216	0.513	0.197	0.485	0.036	0.455	0.037
36:43:49	25.2	0.037	0.470	0.612	0.690	0.607	0.661	0.454	0.693	0.702	0.337	0.666	0.388	0.583	0.464	0.610	0.269	0.613	0.217	0.496	0.192	0.479	0.036	0.450	0.037
36:59:14	25.2	0.037	0.461	0.611	0.687	0.601	0.661	0.452	0.689	0.703	0.326	0.662	0.359	0.578	0.460	0.602	0.272	0.603	0.219	0.495	0.196	0.470	0.035	0.439	0.037
37:14:38	25.2	0.037	0.451	0.611	0.686	0.605	0.659	0.447	0.688	0.699	0.332	0.660	0.371	0.580	0.420	0.592	0.277	0.594	0.215	0.487	0.196	0.458	0.036	0.437	0.037
37:30:03	25.2	0.037	0.446	0.609	0.683	0.602	0.657	0.448	0.684	0.695	0.331	0.656	0.352	0.574	0.490	0.582	0.260	0.586	0.216	0.485	0.196	0.454	0.036	0.425	0.036
37:45:28	25.2	0.037	0.441	0.608	0.680	0.606	0.654	0.454	0.683	0.696	0.339	0.653	0.348	0.569	0.540	0.574	0.273	0.575	0.215	0.475	0.196	0.443	0.036	0.426	0.036
38:00:53	25.2	0.037	0.432	0.605	0.677	0.593	0.653	0.439	0.680	0.693	0.332	0.651	0.371	0.557	0.474	0.564	0.265	0.567	0.216	0.470	0.199	0.436	0.036	0.414	0.036
38:16:17	25.2	0.037	0.428	0.604	0.678	0.593	0.649	0.431	0.680	0.691	0.337	0.647	0.344	0.555	0.436	0.557	0.282	0.558	0.224	0.468	0.201	0.431	0.035	0.411	0.036
38:31:42	25.2	0.037	0.419	0.601	0.674	0.588	0.647	0.428	0.677	0.688	0.333	0.645	0.366	0.555	0.426	0.549	0.270	0.549	0.223	0.452	0.201	0.422	0.036	0.404	0.036
38:47:07	25.2	0.036	0.415	0.597	0.675	0.586	0.643	0.432	0.675	0.689	0.330	0.643	0.343	0.550	0.405	0.540	0.279	0.542	0.225	0.456	0.208	0.413	0.036	0.397	0.036
39:02:32	25.2	0.036	0.408	0.594	0.675	0.579	0.641	0.419	0.673	0.687	0.332	0.641	0.342	0.553	0.376	0.530	0.274	0.533	0.228	0.442	0.198	0.404	0.036	0.388	0.036
39:17:56	25.2	0.036	0.403	0.590	0.674	0.571	0.640	0.414	0.671	0.686	0.340	0.638	0.371	0.548	0.388	0.523	0.298	0.524	0.230	0.442	0.199	0.395	0.036	0.387	0.036
39:33:21	25.2	0.036	0.399	0.587	0.673	0.568	0.637	0.415	0.669	0.687	0.342	0.636	0.358	0.538	0.411	0.517	0.278	0.517	0.237	0.430	0.204	0.388	0.036	0.377	0.036
39:48:45	25.2	0.036	0.393	0.580	0.679	0.564	0.632	0.411	0.666	0.686	0.344	0.634	0.345	0.537	0.469	0.508	0.296	0.508	0.230	0.434	0.211	0.385	0.036	0.374	0.036
40:04:10	25.2	0.036	0.389	0.575	0.679	0.559	0.631	0.404	0.663	0.684	0.326	0.632	0.379	0.526	0.417	0.502	0.286	0.503	0.232	0.420	0.202	0.377	0.036	0.368	0.036
40:19:35	25.2	0.036	0.383	0.567	0.682	0.551	0.628	0.403	0.661	0.686	0.370	0.631	0.354	0.535	0.386	0.495	0.291	0.493	0.232	0.414	0.201	0.370	0.036	0.357	0.036
40:34:59	25.2	0.036	0.379	0.561	0.685	0.548	0.628	0.399	0.658	0.684	0.330	0.629	0.366	0.512	0.374	0.487	0.301	0.486	0.235	0.408	0.202	0.366	0.036	0.362	0.036
40:50:24	25.2	0.036	0.375	0.557	0.684	0.543	0.623	0.387	0.655	0.683	0.341	0.627	0.354	0.527	0.477	0.481	0.293	0.479	0.234	0.397	0.210	0.360	0.036	0.351	0.036
41:05:49	25.2	0.036	0.372	0.550	0.679	0.539	0.620	0.390	0.654	0.680	0.360	0.625	0.356	0.508	0.413	0.475	0.310	0.473	0.236	0.395	0.208	0.356	0.036	0.346	0.036
41:21:14	25.2	0.035	0.366	0.545	0.676	0.534	0.618	0.382	0.650	0.681	0.326	0.624	0.422	0.505	0.426	0.468	0.313	0.467	0.237	0.383	0.207	0.350	0.035	0.341	0.036
41:36:39	25.2	0.035	0.362	0.538	0.673	0.529	0.610	0.379	0.649	0.680	0.333	0.623	0.360	0.494	0.428	0.461	0.315	0.460	0.239	0.376	0.212	0.341	0.035	0.334	0.036
41:52:03	25.2	0.035	0.358	0.533	0.671	0.524	0.610	0.378	0.647	0.680	0.345	0.620	0.364	0.489	0.398	0.458	0.315	0.454	0.241	0.365	0.206	0.338	0.035	0.330	0.036
42:07:28	25.2	0.035	0.355	0.527	0.667	0.518	0.605	0.371	0.645	0.677	0.347	0.620	0.375	0.482	0.434	0.451	0.318	0.449	0.244	0.361	0.208	0.331	0.036	0.326	0.036
42:22:53	25.2	0.035	0.349	0.523	0.665	0.515	0.601	0.367	0.642	0.677	0.371	0.617	0.373	0.480	0.412	0.444	0.318	0.441	0.244	0.355	0.209	0.326	0.036	0.318	0.036
42:38:17	25.3	0.035	0.345	0.520	0.663	0.509	0.594	0.363	0.641	0.674	0.373	0.616	0.405	0.479	0.372	0.440	0.322	0.435	0.245	0.346	0.208	0.320	0.035	0.315	0.036
42:53:42	25.3	0.035	0.340	0.511	0.659	0.505	0.597	0.359	0.638	0.672	0.342	0.615	0.381	0.474	0.380	0.434	0.319	0.430	0.257	0.339	0.212	0.315	0.035	0.311	0.036
43:09:07	25.3	0.035	0.335	0.507	0.657	0.500	0.588	0.362	0.635	0.669	0.333	0.613	0.488	0.465	0.392	0.428	0.327	0.425	0.249	0.333	0.215	0.307	0.035	0.306	0.036
43:24:32	25.3	0.035	0.333	0.502	0.653	0.494	0.580	0.356	0.635	0.667	0.332	0.611	0.461	0.464	0.430	0.422	0.326	0.418	0.251	0.330	0.210	0.305	0.035	0.300	0.036
43:39:56	25.3	0.035	0.327	0.496	0.647	0.490	0.581	0.346	0.631	0.665	0.354	0.611	0.402	0.465	0.436	0.417	0.315	0.413	0.257	0.325	0.210	0.297	0.035	0.295	0.036
43:55:21	25.3	0.035	0.325	0.494	0.644	0.487	0.577	0.343	0.630	0.665	0.342	0.610	0.401	0.460	0.400	0.411	0.335	0.407	0.257	0.319	0.212	0.291	0.035	0.287	0.036
44:10:46	25.3	0.035	0.320	0.488	0.638	0.484	0.571	0.341	0.628	0.663	0.340	0.608	0.398	0.450	0.379	0.407	0.329	0.402	0.258	0.311	0.216	0.287	0.035	0.285	0.036
44:26:11	25.3	0.035	0.316	0.480	0.633	0.476	0.560	0.339	0.626	0.659	0.410	0.606	0.406	0.447	0.385	0.403	0.320	0.396	0.265	0.306	0.218	0.282	0.035	0.277	0.036
44:41:35	25.3	0.035	0.311	0.482	0.628	0.475	0.564	0.335	0.624	0.659	0.386	0.604	0.452	0.443	0.430	0.397	0.327	0.391	0.263	0.300	0.214	0.277	0.035	0.274	0.036
44:57:00	25.3	0.035	0.308	0.472	0.621	0.471	0.561	0.329	0.622	0.657	0.350	0.603	0.452	0.438	0.387	0.393	0.327	0.386	0.273	0.294	0.218	0.277	0.035	0.268	0.036
45:12:25	25.3	0.035	0.300	0.473	0.615	0.466	0.555	0.326	0.618	0.654	0.341	0.601	0.382	0.431	0.353	0.388	0.325	0.380	0.270	0.291	0.222	0.270	0.035	0.268	0.036
45:27:49	25.3	0.035	0.299	0.466	0.610	0.466	0.548	0.321	0.617	0.650	0.354	0.598	0.453	0.430	0.355	0.383	0.329	0.374	0.269	0.288	0.217	0.269	0.035	0.261	0.036
45:43:14	25.3	0.035	0.294	0.463	0.605	0.463	0.545	0.318	0.612	0.646	0.353	0.597	0.379	0.430	0.414	0.378	0.328	0.370	0.274	0.280	0.230	0.260	0.035	0.255	0.036
45:58:39	25.3	0.035	0.290	0.459	0.599	0.455	0.541	0.311	0.607	0.641	0.367	0.596	0.406	0.423	0.383	0.373	0.339	0.365	0.272	0.275	0.221	0.257	0.035	0.247	0.036
46:14:04	25.3	0.035	0.288	0.453	0.593	0.454	0.537	0.310	0.604	0.637	0.341	0.592	0.431	0.420	0.415	0.367	0.321	0.360	0.273	0.270	0.223	0.252	0.035	0.250	0.036
46:29:28	25.3	0.035	0.284	0.448	0.587	0.447	0.529	0.306	0.597	0.630	0.372	0.593	0.387	0.411	0.394	0.364	0.331	0.355	0.277	0.265	0.228	0.250	0.035	0.242	0.036
46:44:53	25.3	0.035	0.282	0.444	0.585	0.443	0.521	0.300	0.591	0.625	0.403	0.589	0.453	0.409	0.427	0.359	0.328	0.350	0.275	0.261	0.225	0.244	0.035	0.237	0.036
47:00:18	25.3	0.035	0.276	0.440	0.578	0.439	0.516	0.298	0.589	0.622	0.354	0.588	0.400	0.411	0.407	0.355	0.319	0.346	0.280	0.257	0.225	0.241	0.035	0.235	0.036
47:15:43	25.3	0.035	0.275	0.435	0.573	0.434	0.512	0.294	0.586	0.616	0.350	0.584	0.415	0.399	0.507	0.352	0.341	0.344	0.281	0.251	0.225	0.235	0.035	0.232	0.037
47:31:08	25.3	0.035	0.273	0.429	0.568	0.430	0.507	0.289	0.580	0.611	0.375	0.581	0.406	0.401	0.397	0.348	0.352	0.338	0.281	0.247	0.233	0.235	0.035	0.228	0.037
47:46:33	25.3	0.035	0.270	0.426	0.563	0.424	0.508	0.288	0.572	0.605	0.347	0.576	0.461	0.400	0.399	0.344	0.331	0.336	0.286	0.245	0.226	0.227	0.034	0.223	0.037
48:01:57	25.3	0.035	0.268	0.420	0.559	0.418	0.496	0.284	0.570	0.600	0.352	0.575	0.375	0.390	0.359	0.340	0.336	0.330	0.309	0.242	0.229	0.224	0.035	0.220	0.036
48:17:22	25.3	0.035	0.264	0.417	0.554	0.410	0.494	0.281	0.561	0.593	0.355	0.570	0.398	0.388	0.371	0.337	0.344	0.327	0.287	0.237	0.227	0.223	0.035	0.217	0.037
48:32:47	25.3	0.035	0.261	0.413	0.550	0.405	0.488	0.278	0.557	0.586	0.349	0.568	0.511	0.387	0.412	0.332	0.335	0.325	0.292	0.234	0.225	0.216	0.035	0.212	0.037
48:48:12	25.2	0.035	0.255	0.406	0.542	0.399	0.485	0.272	0.548	0.581	0.356	0.564	0.453	0.383	0.367	0.330	0.336	0.320	0.293	0.230	0.230	0.215	0.035	0.207	0.036
49:03:36	25.2	0.035	0.253	0.402	0.538	0.392	0.480	0.270	0.540	0.575	0.353	0.561	0.394	0.379	0.420	0.326	0.344	0.318	0.287	0.229	0.227	0.210	0.035	0.206	0.036
49:19:01	25.2	0.035	0.250	0.396	0.534	0.385	0.468	0.266	0.539	0.570	0.363	0.556	0.419	0.380	0.357	0.322	0.331	0.314	0.295	0.225	0.229	0.206	0.035	0.200	0.036
49:34:26	25.2	0.035	0.247	0.392	0.529	0.379	0.469	0.263	0.536	0.565	0.372	0.555	0.437	0.375	0.349	0.319	0.337	0.312	0.292	0.221	0.237	0.204	0.035	0.199	0.036
